process;parent;UID;process_occurrences;fragmented;datetime
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:16:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:16:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:16:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:16:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:16:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:16:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:16:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:18:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:18:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:18:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:18:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:18:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:18:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:18:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:20:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:20:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:20:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:20:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:20:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:20:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:20:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:22:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:22:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:22:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:22:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:22:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:22:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:22:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:24:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:24:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:24:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:24:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:24:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:24:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:24:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:26:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:26:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:26:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:26:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:26:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:26:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:26:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:28:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:28:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:28:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:28:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:28:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:28:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:28:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:30:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:30:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:30:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:30:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:30:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:30:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:30:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:32:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:32:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:32:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:32:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:32:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:32:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:32:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:34:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:34:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:34:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:34:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:34:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:34:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:34:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:36:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:36:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:36:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:36:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:36:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:36:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:36:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:38:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:38:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:38:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:38:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:38:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:38:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:38:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:40:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:40:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:40:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:40:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:40:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:40:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:40:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:42:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:42:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:42:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:42:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:42:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:42:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:42:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:44:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:44:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:44:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:44:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:44:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:44:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:44:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:46:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:46:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:46:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:46:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:46:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:46:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:46:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:48:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:48:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:48:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:48:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:48:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:48:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
kworker/0:2(2892563);kthreadd(2);0;1;0;Tue Mar 12 04:48:10 2024
ps(29622);bash(29621);0;1;0;Tue Mar 12 04:50:10 2024
kworker/0:1(9410);kthreadd(2);0;3;0;Tue Mar 12 04:50:10 2024
ps(33048);bash(33047);0;1;0;Tue Mar 12 04:50:10 2024
kworker/0:2(40834);kthreadd(2);0;1;0;Tue Mar 12 04:50:10 2024
EMT-0(21817);nspr-2(16890);0;13;0;Tue Mar 12 04:50:10 2024
EMT-1(21817);nspr-2(16890);0;17;0;Tue Mar 12 04:50:10 2024
ps(3204641);bash(3204640);0;1;0;Tue Mar 12 04:50:10 2024
ps(3766112);bash(3766111);0;1;0;Tue Mar 12 04:50:10 2024
ps(105673);bash(105672);0;1;0;Tue Mar 12 04:50:10 2024
kworker/0:0(760454);kthreadd(2);0;1;0;Tue Mar 12 04:50:10 2024
ps(190259);bash(190258);0;1;0;Tue Mar 12 04:50:10 2024
ps(2390740);bash(2390739);0;1;0;Tue Mar 12 04:50:10 2024
kworker/0:0(2529274);kthreadd(2);0;1;0;Tue Mar 12 04:50:10 2024
jbd2/nvme0n1p2-(232);kthreadd(2);0;1;0;Tue Mar 12 04:50:10 2024
kworker/0:1(2681765);kthreadd(2);0;1;0;Tue Mar 12 04:50:10 2024
kworker/0:0(4026823);kthreadd(2);0;1;0;Tue Mar 12 04:50:10 2024
ps(2683310);bash(2683309);0;1;0;Tue Mar 12 04:50:10 2024
kworker/0:2(3960584);kthreadd(2);0;1;0;Tue Mar 12 04:50:10 2024
